ngc,ra,dec
N4712,191.7798333,25.74211111
N4713,191.85625,5.583027778
N4714,191.9258333,-13.05277778
N4715,191.8816375,28.09438611
N4716,191.9875417,-9.179222222
N4717,191.99325,-9.191083333
N4718=??I0825,191.9895833,-5.010138889
N4719,191.934375,33.43111111
N4720,192.0329167,-3.885
N4721,191.9725,27.59619444
N4722=I3833,192.23,-13.05861111
N4723,192.1079167,-12.96527778
N4724,192.0679583,-14.06005556
N4725,191.9987083,#VALUE!
N4726,192.0355,-13.9965
N4727,192.0832083,-14.06047222
N4728=N4728A,192.0073667,27.70704444
N4728B,192.0473333,27.69552778
N4728C,192.044125,27.75541667
N4729,192.2495833,-40.86138889
N4730,192.3083333,-40.875
N4731,192.1073333,-6.120555556
N4731A,192.1579167,-6.286944444
N4732,191.9679167,53.12186111
N4733,192.1498333,11.18352778
N4734,192.168625,5.130611111
N4735,192.1500417,29.19969444
N4736,192.1330042,#VALUE!
N4737,192.1205625,34.42869444
N4738,192.179625,29.05986111
N4739,192.255,-8.138333333
N4740=I3834,192.2279167,-13.94944444
N4741,192.17375,47.94325
N4742,192.29875,-10.18333333
N4743,192.3720833,-41.12055556
N4744,192.3875,-40.78888889
N4745=N4745A,192.2495,27.69275
N4745B,192.232375,27.715
N4746,192.3529167,12.35477778
N4747,192.3283333,26.04619444
N4748,192.3975,-13.1425
N4748ne,192.3983333,-13.13966667
N4748sw,192.3965417,-13.14355556
N4748w,192.38625,-13.14111111
N4749,192.3460417,71.90663889
N4750,192.08225,73.14652778
N4751,192.515,-42.38833333
N4752?,192.2454583,14.05369444
N4753,192.4505417,#VALUE!
N4754,192.4445,11.58527778
N4755,192.6625,-60.08344444
N4756,192.561375,-15.14194444
N4757,192.5567083,-10.03908333
N4758,192.561125,16.1195
N4759nw=N4776,192.618,-8.928222222
N4759se=N4778,192.6234167,-8.932916667
N4760,192.6283333,-10.2225
N4761,192.64025,-8.926666667
N4762,192.6050833,11.50172222
N4763,192.70375,-16.73444444
N4764?,192.6267917,-8.9865
N4765,192.675375,4.734694444
N4766,192.6319583,-10.10708333
N4767,192.7783333,-39.44333333
N4767A,192.5629167,-39.56472222
N4767B,192.9925,-39.58194444
N4768,192.6708333,-9.2605
N4769,192.67525,-9.264166667
N4770,192.7329583,-9.270472222
N4771,192.6998333,1.54
N4772,192.732875,#VALUE!
N4773n,192.749625,-8.36775
N4773s,192.7493333,-8.374361111
N4774n,192.681125,37.09730556
N4774s,192.6841667,37.08991667
N4775,192.7933333,-6.351111111
N4776=N4759nw,192.618,-8.928222222
N4777,192.8432917,-8.504805556
N4778=N4759se,192.6234167,-8.932916667
N4779,192.8321667,9.980277778
N4780,192.871,-8.350611111
N4780A,192.8624583,-8.382194444
N4781,192.945,-10.26555556
N4782,192.9947167,-12.29867222
N4783,192.9970417,-12.288
N4784,193.0016667,-10.34194444
N4785,192.6508333,-48.47861111
N4786,192.9870833,-6.588333333
N4787,192.91525,27.33916667
N4788,192.9592917,27.57416667
N4789,192.971125,27.33869444
N4789A,192.9147083,27.41897222
N4790,193.0642917,-9.977222222
N4791,193.0515542,8.323855556
N4792,193.1108458,-12.22703333
N4793,193.06475,29.20872222
N4794,193.13875,-12.33861111
N4795,193.1308667,8.336444444
N4796,193.1382042,8.337255556
N4797=N4798,193.1232917,27.68358333
N4798=N4797,193.1232917,27.68358333
N4799,193.177375,3.167
N4800,193.085,46.80169444
N4801,193.1026792,53.36071389
N4802=N4804,193.3029167,-11.785
N4803,193.2592083,8.510638889
N4804=N4802,193.3029167,-11.785
N4805,193.2451667,28.25119444
N4806,193.3745833,-29.23305556
N4807,193.2652917,27.79144444
N4807A,193.2716667,27.81527778
N4808,193.3188333,4.574333333
N4809,193.0746667,2.923527778
N4810,193.07575,2.911111111
N4811,193.5175,-41.52694444
N4812,193.52,-41.5425
N4813,193.5025,-6.547777778
N4814,193.3071667,58.61522222
N4815,193.7125,-64.68344444
N4816,193.4450833,28.01538889
N4817,193.51865,28.210125
N4818,193.5525,-8.253888889
N4819,193.5104167,27.25738889
N4820,193.5954167,-13.44888889
N4821,193.5154167,27.22672222
N4822,193.6120833,-10.49194444
N4823,193.6997917,-13.42877778
N4824,193.5451667,27.703
N4825,193.64375,-13.39416667
N4826,193.5683375,#VALUE!
N4827,193.5757083,27.44875
N4828,193.5736292,28.290325
N4829,193.6949083,-13.46752778
N4830,193.70125,-19.42138889
N4831,193.7279167,-27.02166667
N4832,193.7504167,-39.49111111
N4833,194.057125,-70.60580556
N4834,193.5507083,52.566
N4835,193.8208333,-45.99416667
N4835A,193.5945833,-46.10777778
N4836,193.737075,-12.47384722
N4837e,193.64275,48.56988889
N4837w,193.634875,48.56647222
N4838,193.8277917,-12.79011111
N4839,193.7461667,27.76758333
N4840,193.7819583,27.87988889
N4841=N4841A,193.77975,28.74663889
N4841B,193.788,28.75208333
N4842A,193.794625,27.76283333
N4842B,193.795875,27.75427778
N4843,193.8587083,-3.351777778
N4844:,193.878375,-12.81002778
N4844?,193.835875,-12.79358333
N4845=?N4910,193.8665,#VALUE!
N4846,193.8585417,36.64075
N4847,193.9645417,-12.87091667
N4848,193.9195833,#VALUE!
N4849=I3935,193.9466667,26.66638889
N4849A=I0838,193.9502083,26.69661111
N4850,193.9868167,28.23722222
N4851ne,193.9884583,28.42166667
N4851sw,193.9865,28.41805556
N4852,194.2791667,-59.3335
N4853,194.0424167,27.86569444
N4854,194.0933333,27.94375
N4855,194.17,-12.96138889
N4856,194.1791667,-14.77277778
N4857,193.8749583,70.47322222
N4858,194.1559583,28.38508333
N4859,194.1525417,27.08483333
N4860,194.16375,28.39294444
N4861 knot,194.1597917,35.11511111
N4861=I3961,194.1667083,35.13186111
N4862=:I3999,194.2206667,-13.86241667
N4863,194.2690833,-13.76022222
N4864,194.201375,28.24619444
N4865,194.2295417,28.35347222
N4866,194.2401667,14.44041667
N4867,194.21025,28.24002778
N4868,194.2002917,37.57955556
N4869,194.243625,28.18094444
N4870,194.2366667,37.31822222
N4871,194.271625,28.226
N4872,194.2886667,28.21591667
N4873,194.2834583,28.25233333
N4874,194.2953333,#VALUE!
N4875,194.3045833,28.17625
N4876,194.3314167,28.18177778
N4877,194.4504167,-15.014
N4878:,194.43625,-5.835194444
N4878?,193.1620833,-5.849444444
N4879:,194.4585833,-5.842027778
N4880,194.4192083,12.75238889
N4881,194.3880417,#VALUE!
N4882=N4886,194.4154167,28.25577778
N4883,194.38025,28.30327778
N4884=N4889,194.43,28.24541667
N4885,194.4920833,-6.584166667
N4886=N4882,194.4154167,28.25577778
N4887,194.504,-14.39741667
N4888,194.5033333,-5.806111111
N4889=N4884,194.43,28.24541667
N4890,194.51625,-4.335
N4891,194.5382083,-13.15686111
N4892,194.41025,27.167
N4893=I4015,194.41195,37.46309167
N4893A=I4016,194.4128333,37.45777778
N4894,194.466,28.23602778
N4895,194.47175,28.47044444
N4895A,194.435625,28.43844444
N4896,194.5260125,28.61467778
N4897,194.5631667,-13.18127778
N4898,194.470875,28.22422222
N4898ne,194.4729167,28.22388889
N4898sw,194.4704167,28.22388889
N4899,194.5779167,-13.67527778
N4900,194.5255,2.769111111
N4901,194.4210542,47.47475278
N4902,194.5895833,-14.24472222
N4903,194.6616667,-30.66555556
N4904,194.6040833,#VALUE!
N4905,194.6933333,-30.59916667
N4906,194.5627917,28.19275
N4907,194.6005,28.42638889
N4908,194.6240167,#VALUE!
N4909,194.7995833,-42.50305556
N4910?=N4845,193.8665,#VALUE!
N4911,194.63175,28.05944444
N4911A,194.6235,28.05416667
N4912,194.6041667,37.63355556
N4913,194.6041667,37.60022222
N4914,194.593,37.58447222
N4915,194.7205417,-4.277388889
N4916,194.6416667,37.61688889
N4917,194.6689583,47.49086111
N4918,194.8141667,-4.2325
N4919,194.7209583,28.07733333
N4920=I4134,194.862375,-11.10977778
N4921,194.7565,28.15413889
N4922,194.75375,29.57972222
N4922ne,194.7552917,29.58186111
N4922sw,194.7518583,29.57695
N4923,194.7799583,28.11572222
N4924,194.8933333,-14.70083333
N4925,194.8808333,-7.441944444
N4926,194.8719583,27.89288889
N4926A,194.931,27.91669444
N4926B,194.9020833,27.92111111
N4927,194.8879167,28.27416667
N4928,195.1008333,-7.816388889
N4929,195.0837083,28.31330556
N4930,195.3133333,-41.14333333
N4931,195.1529583,#VALUE!
N4932,195.1060833,50.70697222
N4932 comp,195.1184167,50.70944444
N4933=N4933A=I4176,195.3315833,-11.22936111
N4933B=I4173,195.3216667,-11.23775
N4933C,195.34925,-11.22272222
N4934,195.2172083,28.29797222
N4935,195.2171667,14.64566667
N4936,195.3853333,-30.25802778
N4937,195.4930833,-46.95144444
N4938,195.1920833,51.58666667
N4939,195.4057917,-10.07308333
N4940,195.528375,-46.96880556
N4941,195.4067667,-5.283836111
N4942=I4136,195.428625,-7.381333333
N4943,195.3367083,28.35152778
N4944,195.357875,28.45344444
N4945,195.631375,-49.19955556
N4945A,195.9083333,-49.42388889
N4946,195.6583333,-43.32361111
N4947=I3974,195.6408333,-35.06972222
N4947A,195.3925,-34.96
N4948=I4156,195.5805,-7.678722222
N4948A,195.6216667,-7.893611111
N4949,195.4766667,29.29686111
N4950,195.6879167,-43.23305556
N4951,195.6325,-6.227222222
N4952=N4962,195.6457083,29.38991667
N4953,195.842375,-37.31858333
N4953 comp,195.83375,-37.32972222
N4954=N4972,195.2276667,75.67238889
N4955,195.8366667,-29.48694444
N4956,195.6681667,35.44538889
N4957,195.7015,27.83691667
N4958,195.8020833,-7.7525
N4959,195.8308375,33.44632222
N4960:=N4961,195.84875,28.00147222
N4961=:N4960,195.8488333,28.00136111
N4962=N4952,195.6457083,29.38991667
N4963,195.8955,41.98866667
N4964,195.830625,56.59019444
N4965,196.1070833,-27.96083333
N4966,195.974875,29.33005556
N4967,195.8662917,53.83122222
N4968,196.1,-23.41083333
N4969,196.1416667,13.90305556
N4969e,196.1425,13.90277778
N4969w,196.13875,13.90277778
N4970=I4196,196.2133333,-23.74194444
N4971,196.1314958,28.81496111
N4972=N4954,195.2276667,75.67238889
N4973=I0847,195.8497917,53.95213889
N4974,195.949,53.92655556
N4975,196.312,-4.751305556
N4976,196.4227083,-49.23958333
N4977,195.9930542,55.9231
N4978,196.3467458,18.68196944
N4979=I4198,196.3245417,25.07741667
N4980,196.6079167,-28.375
N4981,196.5533333,-6.511666667
N4982,196.5366667,-10.32222222
N4983,196.5166667,28.58688889
N4984,196.5760417,-15.25013889
N4985,196.4817167,41.94253333
N4986,196.5186667,35.47241667
N4987,196.458375,52.19569444
N4988,196.75875,-42.83972222
N4989,196.6683333,-5.130277778
N4990,196.6741667,-5.006666667
N4991,196.67575,2.613527778
N4992,196.6495417,11.90002778
N4993=N4994,196.7716667,-23.11805556
N4994=N4993,196.7716667,-23.11805556
N4995,196.767375,-7.567166667
N4996,196.7439417,1.123180556
N4997,196.8004167,-16.25
N4998,196.5007083,50.93036111
N4999,196.7502083,#VALUE!
N5000,196.8527917,29.17280556
N5001,196.8589167,53.75988889
N5002,197.0805833,36.89983333
N5003,196.5950417,44.00386111
N5003 comp,196.57775,44.02988889
N5004=N5004A,197.1635417,29.90205556
N5004B=I4210,197.106,29.97491667
N5004C,197.1642083,29.84338889
N5005,197.1575333,#VALUE!
N5006,197.2705833,-18.99641667
N5007,196.8254167,62.44116667
N5008=I4381,212.1690417,25.73152778
N5009,197.156,50.35797222
N5010,197.445,-15.5325
N5011,197.4954167,-42.83161111
N5011A,197.3204167,-43.04222222
N5011B,197.57925,-42.98166667
N5011C,197.5787083,-43.00030556
N5012,197.299125,23.18141667
N5012A,197.5695833,23.09444444
N5013,197.3949583,3.463944444
N5014,197.302,#VALUE!
N5015,197.4483333,-4.072222222
N5016,197.425375,24.36025
N5017,197.56125,-16.50166667
N5018,197.5833333,-19.25361111
N5019,197.5434583,4.994361111
N5020,197.545125,12.86441667
N5021,197.4742917,46.46097222
N5022,197.7070833,-19.2825
N5023,197.4912917,44.30322222
N5024,197.6178333,18.43352778
N5025,197.599,32.07363889
N5026,197.8358333,-42.69666667
N5027,197.70585,6.32605
N5028,197.7805417,-12.77810556
N5029,197.6085833,47.32797222
N5030,197.8095833,-16.22638889
N5031,197.84875,-15.85944444
N5032=N5032A,197.7673333,28.06672222
N5032B,197.7620833,28.02783333
N5033,197.7891792,#VALUE!
N5034,197.6839167,70.91436111
N5035,198.0387333,-16.22919167
N5036,198.0318667,-3.915008333
N5037,198.0808333,-16.32583333
N5038,198.0929167,-15.6875
N5039,198.0699583,-3.894222222
N5039 comp,198.0691667,-3.900472222
N5040,197.8539583,51.52280556
N5040 comp,197.8461792,51.53762222
N5041,198.0470833,30.96966667
N5042,198.197625,-23.71983333
N5043,198.2541667,-59.78355556
N5043?,198.3708333,-59.76686111
N5044,198.1833333,-16.12138889
N5045,198.4416667,-63.15002778
N5045?=N5155,201.00375,-63.21666667
N5046,198.271425,-16.06289444
N5047,198.285,-16.255
N5048,198.3441667,-28.14694444
N5049,198.3304167,-16.13305556
N5050,198.2877083,3.142444444
N5051,198.3954167,-28.02194444
N5052,198.3056667,29.93955556
N5053,198.5002917,17.96133333
N5054,198.5754167,-16.37111111
N5055,198.395625,#VALUE!
N5056,198.4645833,31.21325
N5057,198.5294,31.29485
N5058,198.597375,12.81172222
N5058 comp,198.597375,12.81030556
N5059,198.6150417,8.107638889
N5060,198.6869583,6.300416667
N5061,198.835,-26.57416667
N5062,198.8920833,-35.19555556
N5062 comp,198.8741667,-35.18277778
N5063,198.9029167,-35.09027778
N5064,199.0079167,-47.64777778
N5065,198.792,31.35575
N5066=N5069,198.9614167,-9.971055556
N5067,198.95875,-9.8825
N5067 ne *,198.96,-9.881
N5067 sw *,198.9576667,-9.883527778
N5068,199.0520833,-20.77630556
N5069=N5066,198.9614167,-9.971055556
N5070=N5072,199.141,-12.2775
N5071,199.0273333,8.198180556
N5072=N5070,199.141,-12.2775
N5073,199.1720833,-14.58361111
N5074,199.0234167,31.73127778
N5075,199.1484542,8.093608333
N5076,199.2154167,-12.47861111
N5077,199.2204167,-12.39469444
N5078,199.2704167,-27.14683333
N5079,199.2479167,-12.43730556
N5080,199.2035208,8.691430556
N5081,199.1944167,28.7685
N5082,199.43625,-43.43861111
N5083,199.1994583,39.85138889
N5084,199.3918333,-21.56572222
N5085,199.39125,-24.1775
N5086,199.5166667,-43.46675
N5087,199.4283333,-20.34888889
N5088,199.42275,-12.30986111
N5089,199.3281667,30.51841667
N5090,199.5741667,-43.44333333
N5090A,199.1083333,-43.38694444
N5090B,199.3420833,-43.60305556
N5091,199.5945833,-43.45861111
N5092,199.3645,23.26169444
N5093,199.3464167,40.64772222
N5094,199.531,-13.81908333
N5095,199.5091667,-2.028111111
N5096n,199.45875,33.3525
N5096s,199.4565417,33.35019444
N5096w,199.4541667,33.35138889
N5097,199.5869167,-12.20988889
N5098A,199.4821667,33.40525
N5098B,199.4950417,33.40669444
N5099,199.6688833,-12.78078611
N5100=:N5106,199.622675,9.239919444
N5101,199.7527083,-27.16908333
N5102,199.7782917,-36.36927778
N5103,199.5734167,43.34561111
N5103 comp,199.576875,43.3505
N5104,199.7065,-0.603361111
N5105,199.7917083,-12.94552778
N5106:=N5100,199.622675,9.239919444
N5107,199.7888333,38.79944444
N5107 knot,199.78375,38.80166667
N5108,200.1254167,-32.08055556
N5109=N5113,199.729375,57.90405556
N5110=N5111,200.0726958,-12.7036
N5111=N5110,200.0726958,-12.7036
N5112,199.9224583,38.99641667
N5113=N5109,199.729375,57.90405556
N5114,200.3041667,-32.08361111
N5115,200.1352917,14.21161111
N5116,200.14125,27.24175
N5117,200.1479583,28.57730556
N5118=I4236,200.2349583,6.652972222
N5119,200.3391667,-12.01638889
N5120,200.575,-63.18358333
N5121,200.47375,-37.42277778
N5121A,200.67,-37.12
N5122,200.4030833,-10.39427778
N5123,200.2449583,43.34652778
N5124=I4233,200.5112917,-30.04752778
N5125,200.379375,9.97
N5126,200.5246667,-30.0735
N5127,200.3583333,31.82569444
N5128,200.6344613,-42.75759056
N5129,200.425625,14.23652778
N5130,200.4549583,-9.950305556
N5131,200.406125,31.24797222
N5132,200.5045,14.35233333
N5133,200.57375,-3.821944444
N5134,200.64875,-20.87416667
N5135,200.7361042,-29.57392222
N5136=I0888,200.5980417,13.99786111
N5137,200.60375,14.33583333
N5138,201.0083333,-58.76677778
N5139,200.9453333,-47.22205556
N5140,200.8808333,-33.60861111
N5141,200.6473333,36.63819444
N5142,200.688625,36.65927778
N5143,200.68875,36.69716667
N5144A,200.3625,70.77472222
N5144B,200.36125,70.77027778
N5145,200.7620417,43.52666667
N5146,200.9936583,-12.06468056
N5147,200.9451667,#VALUE!
N5148,201.025125,2.572666667
N5149,200.9712083,36.1935
N5150,201.203625,-29.30336111
N5151,201.060625,17.13294444
N5152,201.2642083,-29.36019444
N5153,201.2780833,-29.35958333
N5154,201.0524167,36.26919444
N5155=?N5045,201.00375,-63.21666667
N5156,201.4254167,-48.65833333
N5157,201.24425,32.28875
N5158,201.3383333,18.03772222
N5159,201.4323333,3.241555556
N5160,201.461,6.254138889
N5160n,201.46075,6.255555556
N5160s,201.4604167,6.2525
N5161,201.5998333,-32.91602778
N5162=N5174,201.737875,11.2655
N5163,201.220625,53.01244722
N5164,201.3085,55.74569444
N5165,201.5442708,11.64515278
N5166=N5166A,201.487875,32.29041667
N5166B,201.5664167,32.32897222
N5167,201.5504167,12.96944444
N5168,201.9416667,-60.66691667
N5169,201.512,46.9305
N5170,201.7792917,-17.70736111
N5171,201.7215833,11.99286111
N5172,201.7215,17.30969444
N5173,201.5752542,46.85013611
N5174=N5162,201.737875,11.2655
N5175,201.7393333,11.25322222
N5175??,201.7333333,11.27472222
N5176,201.7357875,12.03934444
N5177,201.73325,12.05486111
N5178,201.7531667,11.88261111
N5179,201.7599625,12.00385833
N5180,201.753375,17.08338889
N5181,201.8091917,13.56157222
N5182,201.9742083,-27.89288889
N5183,201.882125,-1.463083333
N5184,201.904125,-1.405472222
N5185,201.8942083,13.67363889
N5186,201.9,12.43166667
N5187,201.874,31.38786111
N5188,202.1533333,-34.53805556
N5189=I4274,202.5024583,-65.71788889
N5190,202.0546667,18.39155556
N5191,202.0781417,11.45778611
N5192,202.0714583,-1.521611111
N5193,202.2625,-32.97722222
N5193A,202.2429167,-32.98305556
N5194,201.9430792,#VALUE!
N5195,201.9719583,#VALUE!
N5196,202.1882125,-1.358225
N5197,202.211275,-1.436291667
N5198,202.018875,46.92822222
N5199,202.1117208,35.08772778
N5200,202.28625,-0.226666667
N5200 e*,202.2870833,-0.227027778
N5200 w*,202.2847083,-0.226777778
N5201,201.817625,53.33947222
N5202,202.3585,-1.442861111
N5203,202.39875,-8.529166667
N5204,201.933125,58.67683333
N5205,202.0785417,62.76922222
N5206,202.6708333,-47.89527778
N5207,202.44475,14.14825
N5208,202.4899333,7.572958333
N5209,202.5510292,7.583227778
N5210,202.5789167,7.426333333
N5211,202.629625,-0.779388889
N5212:,202.6070833,7.543888889
N5212?,202.5095833,7.548611111
N5212??,202.7116667,7.568333333
N5213,203.0309583,4.385888889
N5214,202.6593333,42.12836111
N5214A,202.6535,42.12127778
N5215e,203.0758333,-33.22833333
N5215w,203.0629167,-33.22638889
N5216,202.59975,62.95697222
N5216A,203.244125,62.24866667
N5217,202.919625,18.11276667
N5218,202.6138333,63.02408333
N5219=N5244,203.91625,-45.60138889
N5220,203.2716667,-33.19888889
N5221,203.12025,14.08763889
N5222,203.119375,13.99680556
N5222ne,203.12625,13.99888889
N5223,203.041,34.94602778
N5224,203.1588333,6.7363
N5225,202.8307917,51.74641667
N5226,203.1525,14.17611111
N5227,203.2141667,1.665611111
N5228,203.0827917,35.03286111
N5229,202.9935833,48.17044444
N5230,203.2697917,13.93058333
N5231,203.31675,3.254222222
N5232,203.3767917,-8.242888889
N5233,203.2424583,34.93197222
N5234,203.6,-49.58333333
N5235,203.378625,6.839722222
N5236,203.54575,#VALUE!
N5237,203.666875,-42.59338889
N5237 comp,203.663125,-42.59008333
N5238,203.1772083,51.86919444
N5238 comp,203.1820833,51.86444444
N5239,203.4835833,7.623805556
N5240,203.4199583,35.84263889
N5241,203.5095833,-8.1475
N5242,203.6458333,3.016805556
N5243,203.5113333,38.59811111
N5244=N5219,203.91625,-45.60138889
N5245,203.7140583,4.151655556
N5246,203.7400417,4.358583333
N5247,203.836,#VALUE!
N5248,203.7610417,#VALUE!
N5249,203.7985,16.22591667
N5250,203.5302083,51.49047222
N5251,203.7716667,27.67333333
N5252,203.9347583,4.7959
N5253,204.2715917,#VALUE!
N5254,204.2436667,-11.24047222
N5255,203.8605833,57.36305556
N5256sw,204.0614167,48.53033333
N5256ne,204.0628208,48.53178333
N5257,204.332,1.093027778
N5258,204.3527083,1.085
N5259,204.2818875,31.24380833
N5259 comp,204.275375,31.24530556
N5260,204.3908333,-23.60527778
N5261,204.4370583,5.329133333
N5262,203.6931667,75.29373333
N5263,204.4043333,28.65269444
N5264,204.6954167,-29.66111111
N5265,204.4846667,37.11369444
N5266,204.98375,-47.91805556
N5266A,204.3833333,-48.08972222
N5267,204.6209167,39.04636111
N5268,204.88275,-13.60766667
N5269,205.3083333,-62.65022222
N5270,204.91375,4.514027778
N5271,204.855,30.37611111
N5272,204.970875,28.62813889
N5273,204.9799167,35.90597222
N5274,205.0250833,30.09911111
N5275e,205.0259583,30.07641667
N5275w,205.0200417,30.07736111
N5276,205.0368458,35.87556389
N5277,205.08875,30.20555556
N5278,204.949125,55.92213889
N5279,204.9659583,55.92491667
N5280,205.1599208,30.11988056
N5281,205.7666667,-62.66666667
N5282,205.2829625,30.32052222
N5283,204.9223667,67.92491667
N5284,206,-58.9
N5285,205.4714042,2.360755556
N5286,205.81675,-51.12516667
N5287,205.64825,30.021
N5288,206.2833333,-64.43338889
N5289,205.7545417,41.75341667
N5290,205.79825,41.96325
N5291,206.1380833,-30.15797222
N5291 comp,206.1329167,-30.16833333
